Class,apol,ASA+,ASA-,a_count,a_donacc,a_heavy,a_hyd,a_IC,a_nC,a_nCl,a_nF,a_nH,balabanJ,bpol,CASA+,CASA-,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,DASA,DCASA,dens,density,diameter,dipole,h_logP,h_logS,logP(o/w),logS,mr,npr2,PC+,PC-,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_PPOS,petitjean,petitjeanSC,pmi,pmi2,pmi3,radius,rgyr,RPC-,rsynth,SlogP,SMR,std_dim1,std_dim2,std_dim3,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vol,VSA,vsa_acc,vsa_hyd,vsa_pol,vsurf_A,vsurf_R,vsurf_S,vsurf_V,Weight,zagreb
1,-0.0022501203336002967,1.3836163110117115,-1.5609118999877205,0.6569956643490531,-0.3417789681411553,-0.6990042786191343,-0.45478739240233435,-0.7596152165315503,1.3298835286412118,-1.0468169541556487,-0.4104305926639017,1.774419132020498,-0.542444583923034,0.12117544442426408,0.40040985903574566,-0.6665877004125321,-0.7859690898960188,-1.1236902837485234,1.6392093081570094,1.5588102403079616,-0.6184025208060778,-0.9003640365497341,1.6487789444786507,1.5556884861166589,-1.7853798609129277,-0.7553455659626157,-1.417793237568817,-1.4930786094761406,-0.9819242005501619,-0.6887476802034962,-0.9046898042703969,0.3193078734250676,-0.8214674594022531,0.5977691774075409,-0.34404164111500507,-0.8323208334006081,-0.46296398365001673,0.51417261046448,-1.1489526769196954,-0.6404825621731011,-0.6194618676550405,-0.532510662165799,-0.18354101903337577,-0.30833209326203503,-1.1238408359526135,-1.073873608643373,-1.1126819096935838,-1.072304055093935,-1.3044481350295356,-0.7177073378059861,-0.68319639225199,-0.741380608026655,-0.33651067631933107,-0.14958695512078402,1.337162470328447,-0.9944763541171167,-0.7722768624263326,0.9208192901614954,-0.5012891310182669,-0.9558002689516475,-0.7137458959492693,-1.1679156402375839,-0.7137458959492646,-0.8083685809986603,-1.0609988046900725,-0.5566258715693665,-0.9345835977589695,-0.6113571178911476,-0.886633252745822,0.08694348710385337,0.9316435489972705,0.9354413512942072,-1.2497320477142893,-0.5718950001262983
1,-0.8987588151370283,1.6232628672143141,-1.8064367413241609,0.023154032223755266,-0.3417789681411553,-1.2652367948189922,-1.0891723537788391,-1.044988951020985,0.14113049691702675,-1.0468169541556487,-0.4104305926639017,1.774419132020498,-0.4348825226651288,0.12117544442426408,0.30507772022495927,-0.730629741888222,-1.1278193480104306,-1.5347970726999,0.8079962923267746,0.6733228186749686,-1.4225720503693335,-1.5863502788160662,0.7134059200419347,0.6225254403011905,-1.491819720796749,-0.7077109162512035,-1.5791656043784144,-1.5640930246157294,-0.9819242005501619,-0.7570536283739235,-1.2294323891310195,1.0021580862206467,-1.1910919456766416,1.3080169402006947,-1.0723956306682094,-0.21214739235461288,-0.5670206640669959,0.6050763838602072,-1.4984145414312189,-0.6404825621731011,-0.6194618676550405,-0.532510662165799,-0.18354101903337577,-0.30833209326203503,-1.2599991163545439,-1.1627234788910517,-1.2606557534805611,-1.072304055093935,-1.6089085574380362,-0.5390782471505783,-0.68319639225199,-1.1901089114690793,-1.1136467098144376,-0.016375513848009386,0.015354989283256406,-0.7264781098926537,-0.7722768624263326,1.655704301718119,-1.66007762626813,-1.355915647789725,-1.6141409352232319,-1.5246042742729828,-1.6141409352232274,-1.40251410462677,-1.544144643612934,-0.5566258715693665,-1.282016635624084,-0.6113571178911476,-0.9067512557650595,0.08694348708983621,0.9529560370052342,0.9578502162573989,-1.5256478585373414,-1.2020585474352765
1,-0.869442816575915,-0.8218888347266476,0.47818084692647267,1.079556752432585,-0.3417789681411553,1.1884374420470587,0.8139825303506752,2.2669824108239127,-1.4438735453818867,-1.0468169541556487,1.7006731061872784,-0.3106126045991616,1.946087264059103,2.0448307545895905,0.5651651875163279,1.5208398217347436,1.360016045093878,-0.09560229761463651,-1.2496351623036648,-1.4836558249268084,0.9321719244893242,0.2549873292042848,-1.2601281627907213,-1.498368902300387,0.6348024072360435,1.4075665971512623,1.316441564548539,1.245679461120014,0.8327711574286183,2.112376293895466,-0.9520298895258008,1.1879078337408515,-0.50475420566528,1.1696715763746632,-1.2634325057190985,0.943382930018394,1.7643444852753203,-1.864909001835121,0.13421928629445926,2.4192910257700073,2.1210713306645608,1.4712916492603503,1.0395187608574332,1.2343344600226012,0.4404069026281908,0.5683706799425238,0.463043695584605,0.31315074175309565,0.5573650928828119,-0.45692942044896334,0.5073500154571543,-1.0818230497268504,-1.3236662585019023,1.1213136682033271,-1.101375343775318,0.35615712560667445,1.6719523240053855,-1.4527012898489835,0.9882778895271765,1.104016758744736,1.2693369369381424,0.23820622870420727,1.2693369369381482,-0.3820758286197474,0.19431444561351024,2.6578482023200536,-0.48986140058147837,2.518179028444016,1.2685793370520018,0.08694348860549281,-1.351532491425638,-1.4651879679065192,0.5489390254901463,1.1295465776079423
1,0.6781937375909753,-1.3965141372062613,2.1256987359692507,3.4036427368920106,-0.3417789681411553,4.0196000230463484,4.1973689910253675,1.3003258872058632,0.5373815074917551,-1.0468169541556487,3.649384212819137,-1.3531284729089914,2.719389455510378,2.6550865608067484,-0.1558107477114683,4.180997444291078,3.9084197926366127,1.5688996546782608,0.15755728469701105,-0.35605006661208294,4.054550871033922,1.0776772017180052,-0.42660341374882516,-0.9550700340752284,2.1494335292098676,4.230472707797288,1.8188701685744946,1.7086513349028525,3.252364968066992,3.136518043805571,1.6767990545298324,-1.288335670980153,3.044495976013044,-0.9462035385351764,-0.6414992747092556,1.2924146410942656,3.357402810760671,-3.2561696099011543,2.043459841458675,1.088279259869064,1.8201840040472412,2.7997099472947107,1.0395187608574332,1.2343344600226012,4.086029173710109,4.5556948071863825,4.304069951483357,3.0840603354471567,2.8024614859832044,-0.8043213984171586,0.953804907186711,0.31326175003666645,-0.3798437445872672,4.1469701000422114,-1.6583109000913014,0.5090964092799947,1.1431092264453744,-2.6269756289468327,3.0854702985932128,2.6458585279776496,3.078728972975863,2.039979220931259,3.078728972975868,1.6454790748824568,2.432416840154556,1.2595412065378844,1.6180357423998442,1.1568203158261434,0.46351806471277573,0.08694348804456821,-0.4986715640264847,-0.5684533704569537,2.3555586916029374,4.028298895229241
-1,0.4164017023448871,-0.7187192953033551,0.5476801344092458,-0.39940705585977665,-0.3417789681411553,-0.13277176241927638,0.17959756897417045,-0.2611655974840353,0.14113049691702675,1.090739343840501,-0.4104305926639017,-0.3106126045991616,-0.40984355422549795,-0.7147099129419012,-0.5668804434729381,-0.3342058949736423,-0.14268336546625598,0.35002939477206085,0.028968141501525727,0.0974030340424955,-0.09940654997318615,0.27867252017426514,0.09353300723279666,0.14531715560793698,0.6425745646181292,-0.26610360187141924,-0.1305578637399995,-0.0904996116740999,0.22787270476902488,-0.7575331992778773,0.8303822875938413,-0.6964237546678255,0.6804097478257334,-0.7187760613952676,0.5886705165174204,-0.4761669983260842,-0.4272874570578527,0.48300564573059906,0.42066681953102775,-0.6404825621731011,-0.6194618676550405,-0.532510662165799,0.0882501192660809,0.00020127910155422616,0.31172881638571287,0.21310331471128385,0.44207982986925215,0.31315074175309565,0.9065696111219768,-0.5664206673482518,-0.68319639225199,0.8375872468625599,0.6218695779817615,0.024527706783672158,0.9161897567594925,-1.521103124403568,-0.7722768624263326,-0.05412390964888652,-0.020840258128102963,0.34060773433340513,-0.030997706786620092,0.31063245457954397,-0.03099770678661474,0.3612721583409818,0.22164616284197383,-0.5566258715693665,0.603417114309524,-0.6113571178911476,-0.9142475855981193,0.08694348708461315,0.9608974534330009,0.9662001624616993,0.04145095613317706,-0.1937968717409116
1,-2.9317520106617554,-0.024677191786369908,-1.5878053801631993,-2.0896514081939044,-0.3417789681411553,-1.6427251389522308,-2.1464806227396807,-1.0810365646049598,-1.840124555956615,-1.0468169541556487,-0.24803800044458016,-0.3106126045991616,-0.23476921951477434,-0.6342854036111041,-0.1718428436404914,-0.4881375536183761,-1.3273675309370945,-2.355722024208847,-1.6576768985496488,-1.4074109202438931,-1.9511119933969883,-2.6483984751832192,-1.2900550146299468,-0.9971040370229456,-1.2982984840281162,-0.4931798422517209,-0.659366751410628,-0.7738370680747356,-1.5868226532097554,0.5655094469218429,-2.7221408805658047,2.8323601836981798,-2.4409498396200595,2.47201140664523,-2.1914232592057523,-0.14376665464624777,-0.3742680017437916,0.0038128108266724655,-2.009647642303726,1.847006812739575,0.9485782533429249,-0.532510662165799,1.0395187608574332,1.2343344600226012,-1.3494419473943458,-1.2414859258435553,-1.3563747156554866,-2.4577588519409654,-2.017807556644459,2.1526894203838762,1.4002597393889489,-2.925699788007042,-2.4946770651038963,-1.9921552484118439,-0.1555474690566923,-1.5217711321643224,1.1431092264453744,2.090547689975217,-2.793382972552891,-1.6927705154179842,-2.3501195658137677,-2.2297080182700033,-2.3501195658137637,-2.7293502964061362,-2.577114768046458,1.2595412065378844,-2.5897714677893195,1.1568203158261434,0.9052460681828383,0.08694348835234118,-0.9666266969358112,-1.060481489289402,-1.6567639584658271,-1.7061893852824588
1,-0.37348835777545836,1.7667508565177352,-1.7608426774109425,0.6569956643490531,-0.3417789681411553,-1.076492622752373,-0.8777106999866708,-0.7374576571299347,0.5373815074917551,-1.0468169541556487,-0.4104305926639017,2.295677066175413,-0.37712144330527714,0.4147334964175618,0.45662763512744226,-0.712231997211695,-0.9526865509649268,-1.226930382969862,1.430469106013252,1.1269655620052814,-1.208520961506852,-1.2981427232090443,1.1063898552051545,0.8709115811582211,-1.4635280067938927,-0.6990001802719799,-1.5852455310751568,-1.5795174319630243,-1.5868226532097554,-0.6325387750212126,-0.9700397174357249,0.6624099630669338,-0.9365541370904696,1.0682661632782753,-0.7921010851964742,-1.2293075478403872,-0.5224249438882905,0.5656847487220588,-1.3480712874473326,-0.6404825621731011,-0.6194618676550405,-0.532510662165799,-1.8142873351449964,-1.8509986465466712,-1.227663827131915,-1.1796943899610473,-1.2262139728265873,-1.072304055093935,-1.5954874732845394,-0.6227460902838445,-0.68319639225199,-1.0262831749344374,-0.8253475066059865,-0.566636342031017,1.4936688592760894,-0.6011081899714139,-0.7722768624263326,1.2965558371777757,-1.3399626150940165,-1.4955584088700165,-1.271277953433748,-1.2207075452443086,-1.2712779534337428,-1.050822583914167,-1.1784751262219237,-0.5566258715693665,-1.0104598041102981,-0.6113571178911476,-0.8613924074493774,0.08694348712143987,0.9049040554115033,0.9073262996529493,-1.4182388634701297,-1.013009483242583
-1,0.1594694903947923,-0.4608898060619701,0.23045169296373277,-0.39940705585977665,-0.3417789681411553,-0.32151593448589566,-0.0318640848179978,-0.23111940329826045,0.14113049691702675,0.7344799608411429,-0.4104305926639017,-0.04998363752170414,-0.44019470317733517,-0.6243220555660146,-0.4502339580210027,-0.39118314009245386,-0.3178163436330088,-0.002514481555657793,0.08115307397231206,0.165042811089467,-0.30502763074415373,-0.05110648768438208,0.17101729567323937,0.24214916275507903,0.2861010057814772,-0.3448206554818519,-0.31114025281266855,-0.2726445949320356,0.22787270476902488,-0.5415736599924851,0.45335198081663214,-0.2535424974629747,0.33712048017731594,-0.3473069123651443,0.3285338512459203,-0.19250526949978655,-0.44066612356066415,0.49469323045111,0.12128637162869815,-0.6404825621731011,-0.6194618676550405,-0.532510662165799,0.0882501192660809,0.00020127910155422616,0.053821442561668875,0.0435524827000137,0.1628582750711797,0.31315074175309565,0.7522964172020762,-0.5445377723776066,-0.68319639225199,0.49051581518213,0.31695528453140503,-0.007862195432834044,0.7501833419531344,-1.521732159163223,-0.7722768624263326,0.16894171314764653,-0.25438813409601096,0.2888586993446149,-0.26352213543921915,0.0005756412285550781,-0.2635221354392144,0.07086022078284746,-0.07542901866908451,-0.5566258715693665,0.28917798420814755,-0.6113571178911476,-0.8727374239687008,0.08694348711353526,0.9169226701958347,0.9199631872676692,-0.2223051247637266,-0.382845935933605
1,-0.8592261850497056,0.8739561888566711,-1.507393533513186,-0.6106875999015426,-0.3417789681411553,-1.076492622752373,-0.8777106999866708,-0.9188936713723005,0.14113049691702675,-1.0468169541556487,-0.4104305926639017,0.7319032637106683,-0.5405640203453234,-0.15981731853692707,-0.07768454884979299,-0.7090262677367709,-1.1034042438734357,-1.4081850498976491,0.23770807378207642,0.36796224648693804,-1.0743640650630524,-0.9703312190933122,0.4145957977833029,0.5522096460114128,-1.6325561001324376,-0.7337676041781079,-1.1481718960184697,-1.2112141648232284,-1.5868226532097554,-0.6169361294229161,-1.2299540029406277,1.4281057804233395,-1.0360369736739696,1.0442515706106432,-0.7075152502090434,-1.0367891835430605,-0.6165714642655573,0.6483638950010296,-1.6544958897097695,-0.6404825621731011,-0.6194618676550405,-0.532510662165799,-1.8142873351449964,-1.8509986465466712,-1.2197824815938416,-1.1633121272157085,-1.2159998111743355,-1.072304055093935,-1.7219307934322363,-0.43341589717419043,2.293169552611722,-0.8725390295413088,-0.7540180112804394,-0.3527010486426002,0.2468329024012786,-1.5221096270756962,-0.7722768624263326,1.5842152519641846,-1.0419426207553268,-1.54175668342991,-1.2786595442443593,-1.6363137793604552,-1.2786595442443542,-1.3785351373054562,-1.4970929165272633,-0.5566258715693665,-1.3419189309192026,-0.6113571178911476,-0.7795703147464799,0.08694348717844924,0.8182238631553685,0.8161870238196722,-1.3109829380074012,-0.8869767737807874
1,-1.1251925881153721,0.9889153410806494,-1.5968442321341931,-0.39940705585977665,-0.3417789681411553,-1.2652367948189922,-1.0891723537788391,-1.2654367254290881,0.14113049691702675,-1.0468169541556487,-0.4104305926639017,1.2531611978655832,-0.516110893424013,-0.17238260756903392,0.14250690902231594,-0.6856686408107994,-1.1934806106046931,-1.7652339299296065,0.34207814112105445,0.5032418527091593,-1.3162743201853342,-1.6918412927590893,0.5695641887022679,0.7458739508020091,-1.7516865818415444,-0.7498381606068703,-1.5529977150453844,-1.5409282855030502,-0.9819242005501619,-0.7575270224118589,-1.4327904794071207,1.203120423782459,-1.3410005344020788,1.5100385292521805,-1.079693225712447,-0.09730156769926915,-0.5075597038287221,0.5531313704912203,-1.3756151767544575,-0.6404825621731011,-0.6194618676550405,-0.532510662165799,-0.18354101903337577,-0.30833209326203503,-1.2477109282009982,-1.1456073002665197,-1.246236376547283,-1.072304055093935,-1.4993159725077656,-0.6472764387781008,2.293169552611722,-1.244841449455537,-1.2076162435815152,-0.32902991828913014,0.23449733463540764,-1.520784180347946,-0.7722768624263326,1.655704301718119,-1.66007762626813,-0.9685426669414282,-1.6323568842796168,-1.5497098363673454,-1.632356884279613,-1.4904369848049208,-1.6858075208023104,-0.5566258715693665,-1.282016635624084,-0.6113571178911476,-0.9010263731399057,0.086943487093825,0.9468912455754429,0.9514734341506205,-1.5410850698097136,-1.328091256897072
